StratIndex,Probability
39499,1.00
39500,1.00
39501,1.00
39502,1.00
39503,1.00
39556,0.67
39560,0.67
39564,1.00
39565,1.00
39566,1.00
39567,1.00
39684,0.51
39690,0.51
39691,0.51
39692,0.61
39693,0.59
39694,0.65
39695,0.65
39744,1.00
39745,1.00
39746,1.00
39747,1.00
39748,1.00
39749,1.00
39750,1.00
39751,1.00
39752,1.00
39753,1.00
39754,1.00
39755,1.00
39756,1.00
39757,1.00
39758,1.00
39759,1.00
39812,0.67
39816,0.67
39820,1.00
39821,1.00
39822,1.00
39823,1.00
40448,1.00
40452,1.00
40456,1.00
40460,1.00
40704,1.00
40708,1.00
40712,1.00
40716,1.00
40964,0.82
40965,0.71
40970,0.60
40971,0.60
40972,1.00
40973,1.00
40976,0.75
40977,1.00
40980,1.00
40981,1.00
40984,0.75
40985,1.00
40988,1.00
40989,1.00
40993,0.56
40994,1.00
40995,1.00
41033,1.00
41057,0.75
41058,1.00
41059,1.00
41092,0.83
41093,0.75
41094,0.67
41095,0.67
41097,0.54
41098,0.58
41099,0.58
41100,1.00
41101,1.00
41104,1.00
41105,1.00
41108,1.00
41109,1.00
41112,1.00
41113,1.00
41116,1.00
41117,1.00
41121,0.57
41122,1.00
41123,1.00
41161,1.00
41185,0.75
41186,1.00
41187,1.00
41220,0.67
41228,1.00
41352,0.67
41353,0.75
41356,1.00
41476,0.86
41477,0.75
41480,0.54
41481,0.61
41482,0.67
41483,0.67
41484,1.00
41485,1.00
41488,1.00
41489,1.00
41492,1.00
41493,1.00
41496,1.00
41497,1.00
41500,1.00
41501,1.00
41505,0.63
41506,1.00
41507,1.00
41568,0.67
41569,1.00
41570,1.00
41571,1.00
41604,1.00
41605,1.00
41606,1.00
41607,1.00
41608,0.57
41609,0.61
41610,0.67
41611,0.67
41612,1.00
41613,1.00
41616,1.00
41617,1.00
41620,1.00
41621,1.00
41624,1.00
41625,1.00
41628,1.00
41629,1.00
41633,0.67
41634,1.00
41635,1.00
41696,0.67
41697,1.00
41698,1.00
41699,1.00
41732,0.75
41736,0.67
41737,0.67
41738,1.00
41739,1.00
41740,1.00
41860,1.00
41864,0.75
41865,1.00
41866,1.00
41867,1.00
41868,1.00
43012,0.82
43013,0.71
43018,0.54
43019,0.54
43020,1.00
43021,1.00
43024,0.75
43025,1.00
43028,1.00
43029,1.00
43032,0.75
43033,1.00
43036,1.00
43037,1.00
43041,0.56
43042,1.00
43043,1.00
43081,1.00
43105,0.75
43106,1.00
43107,1.00
43140,0.83
43141,0.75
43142,0.67
43143,0.67
43145,0.52
43148,1.00
43149,1.00
43152,1.00
43153,1.00
43156,1.00
43157,1.00
43160,1.00
43161,1.00
43164,1.00
43165,1.00
43169,0.57
43170,1.00
43171,1.00
43209,1.00
43233,0.75
43234,1.00
43235,1.00
43268,0.67
43276,1.00
43400,0.67
43401,0.75
43404,1.00
43524,0.86
43525,0.75
43528,0.51
43529,0.58
43530,0.60
43531,0.60
43532,1.00
43533,1.00
43536,1.00
43537,1.00
43540,1.00
43541,1.00
43544,1.00
43545,1.00
43548,1.00
43549,1.00
43552,0.55
43553,0.63
43554,1.00
43555,1.00
43616,0.67
43617,1.00
43618,1.00
43619,1.00
43652,1.00
43653,1.00
43654,1.00
43655,1.00
43656,0.54
43657,0.60
43658,0.57
43659,0.57
43660,1.00
43661,1.00
43664,1.00
43665,1.00
43668,1.00
43669,1.00
43672,1.00
43673,1.00
43676,1.00
43677,1.00
43680,0.56
43681,0.67
43682,1.00
43683,1.00
43744,0.67
43745,1.00
43746,1.00
43747,1.00
43780,0.75
43784,0.67
43785,0.67
43786,1.00
43787,1.00
43788,1.00
43908,1.00
43912,0.75
43913,1.00
43914,1.00
43915,1.00
43916,1.00
45060,0.67
45068,1.00
45184,0.67
45192,1.00
45196,1.00
45316,0.67
45324,1.00
45440,0.67
45448,1.00
45452,1.00
45572,0.75
45576,1.00
45580,1.00
45696,1.00
45700,1.00
45704,1.00
45708,1.00
45828,0.75
45832,1.00
45836,1.00
45952,1.00
45956,1.00
45960,1.00
45964,1.00
47108,0.67
47116,1.00
47232,0.67
47240,1.00
47244,1.00
47364,0.67
47372,1.00
47488,0.67
47496,1.00
47500,1.00
47620,0.75
47624,1.00
47628,1.00
47744,1.00
47748,1.00
47752,1.00
47756,1.00
47876,0.75
47880,1.00
47884,1.00
48000,1.00
48004,1.00
48008,1.00
48012,1.00
49201,0.51
49209,0.51
49457,0.53
49461,0.53
49463,0.52
49465,0.53
49469,0.53
49471,0.52
49664,0.67
49665,0.67
49666,1.00
49667,1.00
49668,1.00
49669,1.00
49670,1.00
49671,1.00
49672,0.60
49673,0.60
49674,1.00
49675,1.00
49676,1.00
49677,1.00
49678,1.00
49679,1.00
49922,1.00
49923,1.00
49924,1.00
49925,1.00
49926,1.00
49927,1.00
49930,1.00
49931,1.00
49932,1.00
49933,1.00
49934,1.00
49935,1.00
50225,0.51
50233,0.51
50481,0.53
50485,0.53
50487,0.52
50489,0.53
50493,0.53
50495,0.52
51249,0.51
51257,0.51
51505,0.53
51509,0.53
51511,0.52
51513,0.53
51517,0.53
51519,0.52
51712,0.67
51713,0.67
51714,1.00
51715,1.00
51716,1.00
51717,1.00
51718,1.00
51719,1.00
51720,0.60
51721,0.60
51722,1.00
51723,1.00
51724,1.00
51725,1.00
51726,1.00
51727,1.00
51970,1.00
51971,1.00
51972,1.00
51973,1.00
51974,1.00
51975,1.00
51978,1.00
51979,1.00
51980,1.00
51981,1.00
51982,1.00
51983,1.00
52273,0.51
52281,0.51
52529,0.53
52533,0.53
52535,0.52
52537,0.53
52541,0.53
52543,0.52
53553,0.53
53557,0.53
53559,0.52
53561,0.53
53565,0.53
53567,0.52
53760,0.60
53761,0.60
53762,1.00
53763,1.00
53764,1.00
53765,1.00
53766,1.00
53767,1.00
53768,0.60
53769,0.60
53770,1.00
53771,1.00
53772,1.00
53773,1.00
53774,1.00
53775,1.00
54018,1.00
54019,1.00
54020,1.00
54021,1.00
54022,1.00
54023,1.00
54026,1.00
54027,1.00
54028,1.00
54029,1.00
54030,1.00
54031,1.00
54577,0.53
54581,0.53
54583,0.52
54585,0.53
54589,0.53
54591,0.52
55601,0.53
55605,0.53
55607,0.52
55609,0.53
55613,0.53
55615,0.52
55808,0.60
55809,0.60
55810,1.00
55811,1.00
55812,1.00
55813,1.00
55814,1.00
55815,1.00
55816,0.60
55817,0.60
55818,1.00
55819,1.00
55820,1.00
55821,1.00
55822,1.00
55823,1.00
56066,1.00
56067,1.00
56068,1.00
56069,1.00
56070,1.00
56071,1.00
56074,1.00
56075,1.00
56076,1.00
56077,1.00
56078,1.00
56079,1.00
56625,0.53
56629,0.53
56631,0.52
56633,0.53
56637,0.53
56639,0.52
66049,0.53
66054,0.53
66055,0.53
66056,0.61
66057,0.73
66058,0.67
66059,0.67
66060,0.64
66061,0.75
66062,0.71
66063,0.71
66305,0.57
66306,0.56
66307,0.56
66309,0.53
66310,0.57
66311,0.57
66312,0.71
66313,0.78
66314,0.71
66315,0.71
66316,0.86
66317,0.83
66318,0.80
66319,0.80
66320,1.00
66328,1.00
66432,1.00
66436,1.00
68097,0.53
68102,0.53
68103,0.53
68104,0.61
68105,0.73
68106,0.67
68107,0.67
68108,0.64
68109,0.75
68110,0.71
68111,0.71
68353,0.57
68354,0.56
68355,0.56
68357,0.53
68358,0.57
68359,0.57
68360,0.71
68361,0.78
68362,0.71
68363,0.71
68364,0.86
68365,0.83
68366,0.80
68367,0.80
68368,1.00
68376,1.00
68480,1.00
68484,1.00
70145,0.60
70146,0.60
70147,0.60
70149,0.59
70150,0.62
70151,0.62
70152,0.60
70153,0.78
70154,0.71
70155,0.71
70156,0.67
70157,0.83
70158,0.80
70159,0.80
70272,1.00
70276,1.00
70401,0.60
70402,0.60
70403,0.60
70405,0.59
70406,0.62
70407,0.62
70408,0.69
70409,0.78
70410,0.71
70411,0.71
70412,0.86
70413,0.83
70414,0.80
70415,0.80
70416,1.00
70424,1.00
70528,1.00
70532,1.00
72193,0.60
72194,0.60
72195,0.60
72197,0.59
72198,0.62
72199,0.62
72200,0.60
72201,0.78
72202,0.71
72203,0.71
72204,0.67
72205,0.83
72206,0.80
72207,0.80
72320,1.00
72324,1.00
72449,0.60
72450,0.60
72451,0.60
72453,0.59
72454,0.62
72455,0.62
72456,0.69
72457,0.78
72458,0.71
72459,0.71
72460,0.86
72461,0.83
72462,0.80
72463,0.80
72464,1.00
72472,1.00
72576,1.00
72580,1.00
73740,0.67
73996,0.67
74624,1.00
74628,1.00
74760,1.00
74764,1.00
75016,1.00
75020,1.00
75788,0.67
76044,0.67
76672,1.00
76676,1.00
76808,1.00
76812,1.00
77064,1.00
77068,1.00
77832,0.67
77836,1.00
77840,1.00
77844,1.00
77848,1.00
77852,1.00
78088,0.67
78092,1.00
78096,1.00
78100,1.00
78104,1.00
78108,1.00
78464,1.00
78468,1.00
78720,1.00
78724,1.00
78856,1.00
78860,1.00
79112,1.00
79116,1.00
79880,0.67
79884,1.00
79888,1.00
79892,1.00
79896,1.00
79900,1.00
80136,0.67
80140,1.00
80144,1.00
80148,1.00
80152,1.00
80156,1.00
80512,1.00
80516,1.00
80768,1.00
80772,1.00
80904,1.00
80908,1.00
81160,1.00
81164,1.00
82433,1.00
82440,1.00
82441,1.00
82444,1.00
82689,1.00
82696,1.00
82697,1.00
82700,1.00
84481,1.00
84488,1.00
84489,1.00
84492,1.00
84737,1.00
84744,1.00
84745,1.00
84748,1.00
86529,1.00
86536,1.00
86537,1.00
86540,1.00
86785,1.00
86792,1.00
86793,1.00
86796,1.00
88577,1.00
88584,1.00
88585,1.00
88588,1.00
88833,1.00
88840,1.00
88841,1.00
88844,1.00
98824,0.63
98825,0.63
98826,0.57
98827,0.57
100872,0.63
100873,0.63
100874,0.57
100875,0.57
114993,0.52
114994,0.53
114997,0.52
114998,0.53
115001,0.52
115002,0.53
115005,0.52
115006,0.53
115058,0.53
115062,0.53
115066,0.53
115070,0.53
116017,0.52
116018,0.53
116021,0.52
116022,0.53
116025,0.52
116026,0.53
116029,0.52
116030,0.53
116082,0.53
116086,0.53
116090,0.53
116094,0.53
117041,0.52
117042,0.53
117045,0.52
117046,0.53
117049,0.52
117050,0.53
117053,0.52
117054,0.53
117106,0.53
117110,0.53
117114,0.53
117118,0.53
118065,0.52
118066,0.53
118069,0.52
118070,0.53
118073,0.52
118074,0.53
118077,0.52
118078,0.53
118130,0.53
118134,0.53
118138,0.53
118142,0.53
119089,0.52
119090,0.53
119093,0.52
119094,0.53
119097,0.52
119098,0.53
119101,0.52
119102,0.53
119154,0.53
119158,0.53
119162,0.53
119166,0.53
120113,0.52
120114,0.53
120117,0.52
120118,0.53
120121,0.52
120122,0.53
120125,0.52
120126,0.53
120178,0.53
120182,0.53
120186,0.53
120190,0.53
121137,0.52
121138,0.53
121141,0.52
121142,0.53
121145,0.52
121146,0.53
121149,0.52
121150,0.53
121202,0.53
121206,0.53
121210,0.53
121214,0.53
122161,0.52
122162,0.53
122165,0.52
122166,0.53
122169,0.52
122170,0.53
122173,0.52
122174,0.53
122226,0.53
122230,0.53
122234,0.53
122238,0.53
